Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G","Team Shooting, TeamName","Team Shooting, G","Team Shooting, MP","Team Shooting, FG%","Team Shooting, Dist.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, % of FGA by Distance, 2P","Team Shooting, % of FGA by Distance, 0-3","Team Shooting, % of FGA by Distance, 3-10","Team Shooting, % of FGA by Distance, 10-16","Team Shooting, % of FGA by Distance, 16-3P","Team Shooting, % of FGA by Distance, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, FG% by Distance, 2P","Team Shooting, FG% by Distance, 0-3","Team Shooting, FG% by Distance, 3-10","Team Shooting, FG% by Distance, 10-16","Team Shooting, FG% by Distance, 16-3P","Team Shooting, FG% by Distance, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, % of FG Ast'd, 2P","Team Shooting, % of FG Ast'd, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Dunks, %FGA","Team Shooting, Dunks, Md.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Corner, %3PA","Team Shooting, Corner, 3P%","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Heaves, Att.","Team Shooting, Heaves, Md."
CHH,Charlotte Hornets,50,243.0,33.4,74.4,.449,5.4,14.7,.365,28.1,59.7,.470,20.7,27.7,.747,9.6,29.9,39.5,22.2,8.9,4.9,15.9,22.0,92.9,Charlotte Hornets,50,12150,1671,3718,.449,268,735,.365,1403,2983,.470,1034,1384,.747,480,1493,1973,1110,443,247,796,1101,4644,Charlotte Hornets,50,12150,36.8,81.9,.449,5.9,16.2,.365,30.9,65.7,.470,22.8,30.5,.747,10.6,32.9,43.4,24.4,9.8,5.4,17.5,24.2,102.3,Charlotte Hornets,29.0,26,24,25,25,-0.10,0.73,0.63,102.3,102.4,-0.1,89.7,.372,.198,.537,,,,.485,15.5,24.4,.278,,,,.461,14.3,69.5,.240,,,,Charlotte Coliseum,"480,807","19,232",Charlotte Hornets,50,12150,.449,13.2,,,,,,,.802,.240,.177,.163,.223,.198,,,,,,,.470,.667,.370,.363,.418,.365,,,,,,,.624,.877,,,,,,,.043,147,,,,,,,.241,.441,,,,,,,4,0
MIN,Minnesota Timberwolves*,50,240.5,36.8,86.5,.425,2.4,8.2,.298,34.3,78.3,.438,17.0,22.9,.743,15.1,27.8,42.9,24.4,8.5,5.4,12.8,23.7,92.9,Minnesota Timberwolves*,50,12025,1838,4327,.425,122,410,.298,1716,3917,.438,849,1143,.743,754,1392,2146,1218,426,272,641,1185,4647,Minnesota Timberwolves*,50,12025,40.3,94.9,.425,2.7,9.0,.298,37.6,85.9,.438,18.6,25.1,.743,16.5,30.5,47.1,26.7,9.3,6.0,14.1,26.0,101.9,Minnesota Timberwolves*,27.2,25,25,26,24,0.38,-0.55,-0.17,101.9,101.5,+0.4,91.0,.264,.095,.481,,,,.439,11.7,32.5,.196,,,,.467,15.8,70.2,.276,,,,Target Center,"427,974","17,119",Minnesota Timberwolves*,50,12025,.425,13.4,,,,,,,.905,.222,.173,.173,.337,.095,,,,,,,.438,.562,.362,.360,.436,.298,,,,,,,.649,.861,,,,,,,.035,142,,,,,,,.215,.295,,,,,,,8,0
SAS,San Antonio Spurs*,50,241.5,34.8,76.2,.456,3.4,10.4,.330,31.4,65.8,.476,19.8,28.3,.698,12.3,31.7,44.0,22.0,8.4,7.0,15.2,20.2,92.8,San Antonio Spurs*,50,12075,1740,3812,.456,172,521,.330,1568,3291,.476,988,1415,.698,614,1584,2198,1101,421,351,759,1010,4640,San Antonio Spurs*,50,12075,39.0,85.5,.456,3.9,11.7,.330,35.2,73.8,.476,22.2,31.7,.698,13.8,35.5,49.3,24.7,9.4,7.9,17.0,22.6,104.0,San Antonio Spurs*,30.1,37,13,39,11,8.06,-0.94,7.12,104.0,95.0,+9.0,88.6,.371,.137,.523,,,,.479,14.6,30.4,.259,,,,.423,13.8,69.5,.198,,,,Alamodome,"527,357","21,094",San Antonio Spurs*,50,12075,.456,11.4,,,,,,,.863,.306,.196,.141,.220,.137,,,,,,,.476,.634,.395,.338,.419,.330,,,,,,,.598,.953,,,,,,,.067,246,,,,,,,.332,.428,,,,,,,6,0
MIL,Milwaukee Bucks*,50,241.0,35.1,76.4,.459,4.6,12.4,.373,30.4,64.0,.476,16.9,23.1,.733,11.4,27.4,38.8,20.6,8.8,4.0,14.4,22.8,91.7,Milwaukee Bucks*,50,12050,1753,3818,.459,231,619,.373,1522,3199,.476,847,1155,.733,570,1369,1939,1030,442,202,719,1142,4584,Milwaukee Bucks*,50,12050,40.1,87.4,.459,5.3,14.2,.373,34.8,73.2,.476,19.4,26.4,.733,13.0,31.3,44.4,23.6,10.1,4.6,16.5,26.1,104.9,Milwaukee Bucks*,28.3,28,22,28,22,1.66,0.00,1.66,104.9,103.0,+1.9,87.0,.303,.162,.530,,,,.489,14.3,29.0,.222,,,,.463,16.0,67.6,.275,,,,Bradley Center,"381,948","15,278",Milwaukee Bucks*,50,12050,.459,13.1,,,,,,,.838,.238,.168,.202,.230,.162,,,,,,,.476,.620,.418,.387,.446,.373,,,,,,,.543,.883,,,,,,,.050,176,,,,,,,.273,.373,,,,,,,3,0
DAL,Dallas Mavericks,50,241.5,35.0,80.7,.434,4.0,11.9,.339,30.9,68.8,.450,17.6,24.2,.728,12.9,29.6,42.5,18.4,7.0,5.8,13.8,21.3,91.6,Dallas Mavericks,50,12075,1749,4033,.434,202,595,.339,1547,3438,.450,881,1210,.728,645,1478,2123,921,352,292,692,1065,4581,Dallas Mavericks,50,12075,39.0,90.0,.434,4.5,13.3,.339,34.5,76.7,.450,19.7,27.0,.728,14.4,33.0,47.4,20.6,7.9,6.5,15.4,23.8,102.3,Dallas Mavericks,26.1,19,31,21,29,-2.40,-0.10,-2.50,102.3,104.9,-2.6,89.0,.300,.148,.502,,,,.459,13.2,29.8,.218,,,,.476,13.3,69.1,.212,,,,Reunion Arena,"362,837","14,513",Dallas Mavericks,50,12075,.434,13.4,,,,,,,.852,.256,.156,.176,.264,.148,,,,,,,.450,.583,.428,.344,.404,.339,,,,,,,.483,.861,,,,,,,.039,145,,,,,,,.171,.333,,,,,,,7,0
NJN,New Jersey Nets,50,241.0,33.8,83.2,.406,4.5,13.6,.331,29.3,69.6,.421,19.2,25.0,.769,14.3,28.7,43.0,18.5,9.8,5.5,15.0,22.7,91.4,New Jersey Nets,50,12050,1691,4160,.406,225,679,.331,1466,3481,.421,962,1251,.769,715,1437,2152,923,491,273,750,1134,4569,New Jersey Nets,50,12050,36.8,90.6,.406,4.9,14.8,.331,31.9,75.8,.421,20.9,27.2,.769,15.6,31.3,46.9,20.1,10.7,5.9,16.3,24.7,99.5,New Jersey Nets,26.0,16,34,18,32,-3.78,0.58,-3.20,99.5,103.6,-4.1,91.5,.301,.163,.485,,,,.434,13.7,31.1,.231,,,,.481,15.2,69.7,.238,,,,Continental Airlines Arena,"400,387","16,614",New Jersey Nets,50,12050,.406,13.5,,,,,,,.837,.276,.161,.120,.279,.163,,,,,,,.421,.591,.284,.288,.390,.331,,,,,,,.508,.791,,,,,,,.044,170,,,,,,,.128,.345,,,,,,,4,0
WAS,Washington Wizards,50,241.0,35.4,79.4,.445,3.6,11.6,.309,31.8,67.8,.469,16.9,24.0,.705,11.9,28.1,40.0,21.3,7.9,3.9,14.7,23.0,91.2,Washington Wizards,50,12050,1768,3969,.445,179,580,.309,1589,3389,.469,845,1198,.705,595,1403,1998,1064,393,193,736,1151,4560,Washington Wizards,50,12050,39.2,88.1,.445,4.0,12.9,.309,35.3,75.2,.469,18.8,26.6,.705,13.2,31.1,44.3,23.6,8.7,4.3,16.3,25.5,101.2,Washington Wizards,29.3,18,32,21,29,-2.24,0.49,-1.75,101.2,103.7,-2.5,89.8,.302,.146,.507,,,,.468,14.1,28.2,.213,,,,.474,15.1,69.5,.273,,,,MCI Center,"402,481","16,099",Washington Wizards,50,12050,.445,12.2,,,,,,,.854,.241,.189,.191,.234,.146,,,,,,,.469,.651,.356,.392,.435,.309,,,,,,,.578,.810,,,,,,,.036,132,,,,,,,.198,.322,,,,,,,2,0
TOR,Toronto Raptors,50,241.5,33.2,78.8,.421,4.5,13.2,.341,28.7,65.6,.437,20.2,26.6,.760,14.2,28.9,43.2,20.7,8.8,6.4,16.0,22.8,91.1,Toronto Raptors,50,12075,1660,3940,.421,226,662,.341,1434,3278,.437,1011,1330,.760,712,1447,2159,1036,439,321,799,1139,4557,Toronto Raptors,50,12075,37.2,88.2,.421,5.1,14.8,.341,32.1,73.4,.437,22.6,29.8,.760,15.9,32.4,48.3,23.2,9.8,7.2,17.9,25.5,102.0,Toronto Raptors,27.3,23,27,22,28,-1.64,0.33,-1.32,102.0,103.9,-1.9,88.8,.338,.168,.504,,,,.450,15.0,33.8,.257,,,,.473,14.8,70.2,.258,,,,Air Canada Centre,"439,190","17,974",Toronto Raptors,50,12075,.421,13.0,,,,,,,.832,.255,.189,.174,.214,.168,,,,,,,.437,.574,.369,.330,.423,.341,,,,,,,.591,.836,,,,,,,.058,210,,,,,,,.258,.351,,,,,,,7,0
LAC,Los Angeles Clippers,50,242.5,34.2,80.1,.427,4.3,13.4,.320,29.9,66.8,.448,17.7,24.5,.721,13.3,25.9,39.2,16.4,8.5,4.7,15.9,24.5,90.4,Los Angeles Clippers,50,12125,1711,4007,.427,214,668,.320,1497,3339,.448,883,1225,.721,665,1293,1958,820,424,236,796,1223,4519,Los Angeles Clippers,50,12125,37.9,88.7,.427,4.7,14.8,.320,33.1,73.9,.448,19.5,27.1,.721,14.7,28.6,43.3,18.1,9.4,5.2,17.6,27.1,100.0,Los Angeles Clippers,25.0,9,41,11,39,-8.82,-0.12,-8.94,100.0,109.7,-9.7,89.5,.306,.167,.497,,,,.454,14.9,30.6,.220,,,,.503,14.8,66.9,.279,,,,Los Angeles Memorial Sports Arena,"256,568","9,416",Los Angeles Clippers,50,12125,.427,12.6,,,,,,,.833,.294,.218,.130,.192,.167,,,,,,,.448,.606,.362,.328,.385,.320,,,,,,,.432,.808,,,,,,,.045,161,,,,,,,.172,.409,,,,,,,4,0
DET,Detroit Pistons*,50,241.0,33.2,74.3,.447,5.0,13.6,.365,28.2,60.7,.465,19.0,25.7,.740,12.1,28.2,40.3,20.2,8.9,4.2,15.8,22.8,90.4,Detroit Pistons*,50,12050,1660,3716,.447,248,679,.365,1412,3037,.465,950,1283,.740,605,1412,2017,1009,444,208,790,1139,4518,Detroit Pistons*,50,12050,38.3,85.7,.447,5.7,15.7,.365,32.6,70.1,.465,21.9,29.6,.740,14.0,32.6,46.5,23.3,10.2,4.8,18.2,26.3,104.2,Detroit Pistons*,27.7,29,21,32,18,3.42,0.55,3.97,104.2,100.3,+3.9,86.3,.345,.183,.528,,,,.480,15.6,30.5,.256,,,,.468,15.4,72.0,.259,,,,The Palace of Auburn Hills,"444,585","17,783",Detroit Pistons*,50,12050,.447,13.0,,,,,,,.817,.286,.144,.192,.195,.183,,,,,,,.465,.626,.358,.390,.381,.365,,,,,,,.551,.931,,,,,,,.060,213,,,,,,,.161,.431,,,,,,,3,0
PHI,Philadelphia 76ers*,50,243.0,33.1,77.7,.426,2.0,7.4,.264,31.2,70.2,.444,21.5,29.7,.722,14.6,28.6,43.1,18.7,10.8,5.4,16.4,23.0,89.7,Philadelphia 76ers*,50,12150,1656,3883,.426,98,371,.264,1558,3512,.444,1073,1486,.722,729,1428,2157,934,542,271,822,1152,4483,Philadelphia 76ers*,50,12150,36.9,86.6,.426,2.2,8.3,.264,34.7,78.3,.444,23.9,33.1,.722,16.2,31.8,48.1,20.8,12.1,6.0,18.3,25.7,99.9,Philadelphia 76ers*,26.0,28,22,29,21,2.06,0.50,2.56,99.9,97.6,+2.3,88.6,.383,.096,.494,,,,.439,15.3,34.2,.276,,,,.454,17.1,69.8,.249,,,,First Union Center,"436,444","17,458",Philadelphia 76ers*,50,12150,.426,11.5,,,,,,,.904,.268,.210,.206,.220,.096,,,,,,,.444,.675,.304,.340,.393,.264,,,,,,,.547,.837,,,,,,,.040,148,,,,,,,.173,.375,,,,,,,3,0
ORL,Orlando Magic*,50,241.0,33.7,78.9,.428,4.5,13.5,.330,29.3,65.4,.448,17.5,25.0,.700,13.8,28.9,42.7,21.3,9.9,4.3,16.4,18.7,89.5,Orlando Magic*,50,12050,1687,3943,.428,223,675,.330,1464,3268,.448,876,1252,.700,688,1445,2133,1067,496,213,819,935,4473,Orlando Magic*,50,12050,37.8,88.4,.428,5.0,15.1,.330,32.8,73.3,.448,19.6,28.1,.700,15.4,32.4,47.8,23.9,11.1,4.8,18.4,21.0,100.3,Orlando Magic*,28.7,33,17,30,20,2.60,0.51,3.11,100.3,97.4,+2.9,88.8,.318,.171,.498,,,,.456,15.4,32.6,.222,,,,.473,16.7,70.8,.181,,,,Orlando Arena,"411,091","16,444",Orlando Magic*,50,12050,.428,13.4,,,,,,,.829,.268,.155,.140,.265,.171,,,,,,,.448,.628,.310,.325,.411,.330,,,,,,,.599,.852,,,,,,,.034,119,,,,,,,.138,.409,,,,,,,11,0
MIA,Miami Heat*,50,240.5,32.3,71.3,.453,5.8,16.1,.359,26.5,55.2,.481,18.6,25.2,.735,10.1,30.2,40.3,20.4,6.5,6.1,14.9,20.7,89.0,Miami Heat*,50,12025,1616,3565,.453,289,804,.359,1327,2761,.481,928,1262,.735,503,1512,2015,1019,327,304,744,1035,4449,Miami Heat*,50,12025,38.0,83.9,.453,6.8,18.9,.359,31.2,65.0,.481,21.8,29.7,.735,11.8,35.6,47.4,24.0,7.7,7.2,17.5,24.4,104.7,Miami Heat*,30.3,33,17,35,15,4.96,0.15,5.11,104.7,98.9,+5.8,84.8,.354,.226,.540,,,,.494,15.3,27.3,.260,,,,.439,13.6,71.0,.226,,,,Miami Arena,"378,813","15,153",Miami Heat*,50,12025,.453,13.8,,,,,,,.774,.257,.153,.147,.218,.226,,,,,,,.481,.636,.399,.382,.421,.359,,,,,,,.604,.751,,,,,,,.054,177,,,,,,,.182,.336,,,,,,,2,0
VAN,Vancouver Grizzlies,50,243.5,32.9,76.8,.428,3.0,9.1,.327,29.9,67.7,.442,20.2,28.2,.717,13.0,27.2,40.2,19.3,8.4,4.0,17.0,22.5,88.9,Vancouver Grizzlies,50,12175,1643,3838,.428,148,453,.327,1495,3385,.442,1009,1408,.717,650,1359,2009,964,420,199,848,1123,4443,Vancouver Grizzlies,50,12175,36.4,85.0,.428,3.3,10.0,.327,33.1,74.9,.442,22.3,31.2,.717,14.4,30.1,44.5,21.3,9.3,4.4,18.8,24.9,98.4,Vancouver Grizzlies,25.0,8,42,11,39,-8.66,-0.28,-8.94,98.4,107.9,-9.5,89.0,.367,.118,.498,,,,.447,16.0,30.9,.263,,,,.492,14.7,66.9,.261,,,,General Motors Place,"417,966","16,719",Vancouver Grizzlies,50,12175,.428,11.5,,,,,,,.882,.280,.234,.128,.240,.118,,,,,,,.442,.596,.362,.323,.404,.327,,,,,,,.557,.885,,,,,,,.051,188,,,,,,,.230,.346,,,,,,,5,0
GSW,Golden State Warriors,50,242.5,34.6,83.5,.415,3.2,11.3,.287,31.4,72.2,.435,15.9,23.5,.676,16.3,31.2,47.5,20.7,8.3,4.4,15.4,25.4,88.3,Golden State Warriors,50,12125,1730,4173,.415,162,565,.287,1568,3608,.435,794,1175,.676,816,1559,2375,1037,414,221,768,1270,4416,Golden State Warriors,50,12125,38.5,92.9,.415,3.6,12.6,.287,34.9,80.4,.435,17.7,26.2,.676,18.2,34.7,52.9,23.1,9.2,4.9,17.1,28.3,98.4,Golden State Warriors,28.1,21,29,20,30,-2.50,-0.13,-2.63,98.4,101.1,-2.7,88.9,.282,.135,.471,,,,.434,14.1,35.2,.190,,,,.445,14.0,70.4,.290,,,,The Arena in Oakland,"335,837","13,433",Golden State Warriors,50,12125,.415,12.7,,,,,,,.865,.220,.230,.162,.254,.135,,,,,,,.435,.608,.336,.344,.431,.287,,,,,,,.575,.833,,,,,,,.037,140,,,,,,,.225,.315,,,,,,,7,0
NYK,New York Knicks*,50,242.0,32.2,74.1,.435,4.2,11.8,.353,28.0,62.3,.450,17.8,24.4,.732,11.0,30.2,41.2,19.3,7.9,5.2,16.1,22.8,86.4,New York Knicks*,50,12100,1610,3704,.435,208,589,.353,1402,3115,.450,892,1218,.732,551,1510,2061,963,395,262,804,1140,4320,New York Knicks*,50,12100,36.8,84.6,.435,4.7,13.4,.353,32.0,71.1,.450,20.4,27.8,.732,12.6,34.5,47.1,22.0,9.0,6.0,18.4,26.0,98.6,New York Knicks*,29.0,27,23,27,23,1.02,0.43,1.45,98.6,97.5,+1.1,86.9,.329,.159,.509,,,,.463,15.9,27.9,.241,,,,.434,14.9,71.0,.258,,,,Madison Square Garden (IV),"494,075","19,763",New York Knicks*,50,12100,.435,12.3,,,,,,,.841,.272,.218,.178,.173,.159,,,,,,,.450,.623,.320,.351,.445,.353,,,,,,,.564,.827,,,,,,,.035,122,,,,,,,.190,.330,,,,,,,4,1
CLE,Cleveland Cavaliers,50,241.0,31.2,71.2,.439,3.6,10.7,.341,27.6,60.5,.456,20.3,27.1,.749,9.4,26.3,35.8,21.9,9.0,4.1,15.7,24.2,86.4,Cleveland Cavaliers,50,12050,1562,3561,.439,182,534,.341,1380,3027,.456,1016,1356,.749,472,1316,1788,1093,452,203,785,1208,4322,Cleveland Cavaliers,50,12050,36.0,82.1,.439,4.2,12.3,.341,31.8,69.8,.456,23.4,31.3,.749,10.9,30.3,41.2,25.2,10.4,4.7,18.1,27.8,99.6,Cleveland Cavaliers,26.7,22,28,22,28,-1.72,0.78,-0.94,99.6,101.6,-2.0,86.4,.381,.150,.520,,,,.464,15.9,25.1,.285,,,,.468,16.2,69.0,.267,,,,Gund Arena,"352,992","14,120",Cleveland Cavaliers,50,12050,.439,11.7,,,,,,,.850,.325,.148,.158,.218,.150,,,,,,,.456,.568,.326,.388,.427,.341,,,,,,,.674,.896,,,,,,,.046,147,,,,,,,.249,.414,,,,,,,6,1
ATL,Atlanta Hawks*,50,241.5,30.8,75.2,.409,3.9,12.9,.306,26.8,62.3,.431,20.8,28.4,.731,13.5,30.0,43.5,15.6,6.9,5.2,14.9,19.7,86.3,Atlanta Hawks*,50,12075,1539,3760,.409,197,644,.306,1342,3116,.431,1040,1422,.731,676,1499,2175,782,346,260,745,987,4315,Atlanta Hawks*,50,12075,35.8,87.6,.409,4.6,15.0,.306,31.3,72.6,.431,24.2,33.1,.731,15.7,34.9,50.7,18.2,8.1,6.1,17.4,23.0,100.5,Atlanta Hawks*,29.6,31,19,31,19,2.90,-0.08,2.82,100.5,97.1,+3.4,85.3,.378,.171,.492,,,,.436,14.5,33.1,.277,,,,.437,13.4,72.1,.202,,,,Georgia Dome,"331,831","17,131",Atlanta Hawks*,50,12075,.409,13.0,,,,,,,.829,.250,.198,.168,.213,.171,,,,,,,.431,.604,.339,.330,.392,.306,,,,,,,.477,.716,,,,,,,.037,126,,,,,,,.092,.322,,,,,,,8,0
CHI,Chicago Bulls,50,241.5,30.8,76.7,.401,3.5,12.2,.289,27.2,64.5,.422,16.8,23.7,.709,11.5,27.9,39.3,20.3,8.7,3.4,15.5,22.2,81.9,Chicago Bulls,50,12075,1539,3837,.401,177,612,.289,1362,3225,.422,840,1185,.709,573,1394,1967,1017,436,169,774,1112,4095,Chicago Bulls,50,12075,34.7,86.5,.401,4.0,13.8,.289,30.7,72.7,.422,18.9,26.7,.709,12.9,31.4,44.4,22.9,9.8,3.8,17.5,25.1,92.4,Chicago Bulls,28.6,13,37,9,41,-9.46,0.88,-8.58,92.4,103.0,-10.6,88.1,.309,.159,.470,,,,.424,15.1,26.8,.219,,,,.483,15.3,71.7,.241,,,,United Center,"560,012","22,400",Chicago Bulls,50,12075,.401,13.1,,,,,,,.841,.270,.176,.161,.233,.159,,,,,,,.422,.570,.335,.303,.399,.289,,,,,,,.625,.938,,,,,,,.035,125,,,,,,,.160,.316,,,,,,,2,0
